СЏСЂРєРёР№ РґРёР·Р°Р№РЅ РїСЂРёС‚СЏРіРёРІР°СЋС‰РёР№ РІРЅРёРјР°РЅРёРµ РїРѕ РєСЂР°Р№РЅРµР№ РјРµСЂРµ СЌС‚Рѕ Р°РєС‚СѓР°Р»СЊРЅРѕ РґР»СЏ Р°РїРїР°СЂР°С‚Р° Р·РµР»С‘РЅРѕРіРѕ С†РІРµС‚Р°;1
 СѓРґРѕР±РЅС‹Р№ СЂР°Р·РјРµСЂ РѕС‡РµРЅСЊ С‚РѕРЅРєРёРµ СЂР°РјРєРё РІРѕРєСЂСѓРі  СЌРєСЂР°РЅР° РґРµР»Р°СЋС‚ СЃРјР°СЂС‚С„РѕРЅ РјРµРЅСЊС€Рµ РёРЅС‹С… РєРѕРЅРєСѓСЂРµРЅС‚РѕРІ СЃ СЌРєСЂР°РЅРѕРј ;1
 РєР°С‡РµСЃС‚РІРѕ РёР·РіРѕС‚РѕРІР»РµРЅРёСЏ РЅРёС‡РµРіРѕ РЅРµ СЃРєСЂРёРїРёС‚ РЅРµ Р»СЋС„С‚РёС‚  СЃРѕР·РґР°РµС‚СЃСЏ РІРїРµС‡Р°С‚Р»РµРЅРёРµ С…РѕСЂРѕС€РµРіРѕ РґРѕР±СЂРѕС‚РЅРѕРіРѕ Р°РїРїР°СЂР°С‚Р°;1
 Р°РїРїР°СЂР°С‚РЅС‹Рµ С…Р°СЂР°РєС‚РµСЂРёСЃС‚РёРєРё РґР»СЏ СЃС‚РѕР»СЊ РјР°Р»РµРЅСЊРєРѕРіРѕ Р°РїРїР°СЂР°С‚Р° РїСЂРѕСЃС‚Рѕ РїРѕС‚СЂСЏСЃР°СЋС‰РёРµ Р»СЋР±С‹Рµ РёРіСЂС‹ С„РёР»СЊРјС‹ СЃ СЂР°Р·РЅС‹РјРё СЃС‚РµРїРµРЅСЏРјРё СЃР¶Р°С‚РёСЏ С…РѕС‚СЏ СЃС‚РѕРёС‚ СѓРїРѕРјСЏРЅСѓС‚СЊ С‡С‚Рѕ Р»СѓС‡С€Рµ СЃСЂР°Р·Сѓ РїРѕСЃС‚Р°РІРёС‚СЊ СЃС‚РѕСЂРѕРЅРЅРёР№ РІРёРґРµРѕРїР»РµРµСЂ РєР°СЂС‚С‹ Рё РґСЂСѓРіРёРµ  РїСЂРёР»РѕР¶РµРЅРёСЏ СЂР°Р±РѕС‚Р°СЋС‚ Р±РµР· Р·Р°РґРµСЂР¶РµРє С‚РѕСЂРј;1
 СЌРєСЂР°РЅ p СЃ РјР°С‚СЂРёС†РµР№ ips СЃСѓРґСЏ РїРѕ РїРѕСЃР»РµРґРЅРёРј РґР°РЅРЅС‹Рј РІ СЃР»РµРґСѓСЋС‰РµР№ РјРѕРґРµР»Рё СЌРєСЂР°РЅ РїРѕР»СѓС‡РёС‚ СЂР°Р·СЂРµС€РµРЅРёРµ 1p С‡С‚Рѕ РЅРµРїСЂРµРјРµРЅРЅРѕ СЃРєР°Р¶РµС‚СЃСЏ РЅР° РІСЂРµРјРµРЅРё Р°РІС‚РѕРЅРѕРјРЅРѕР№ СЂР°Р±РѕС‚С‹ Рё СЃРєРѕСЂРѕСЃС‚Рё РІРµРґСЊ РЅР° РґР°РЅРЅС‹Р№ РјРѕРјРµРЅС‚ Р»РёС‡РЅРѕ СЏ СЃС‡РёС‚Р°СЋ СЌС‚Рё РїРѕРєР°Р·Р°С‚РµР»Рё РіР»Р°РІРЅС‹РјРё РєРѕР·С‹СЂСЏРјРё РјРѕРґРµР»Рё РІРєСѓРї;1
 РІСЂРµРјСЏ Р°РІС‚РѕРЅРѕРјРЅРѕР№ СЂР°Р±РѕС‚С‹ РїСЂРё РјРѕС‘Рј СЃС†РµРЅР°СЂРёРё РёСЃРїРѕР»СЊР·РѕРІР°РЅРёСЏ РѕРєРѕР»Рѕ  С‡Р°СЃРѕРІ РёРіСЂ РІ РґРµРЅСЊ РїРѕСЃС‚РѕСЏРЅРЅРѕ СЂР°Р±РѕС‚Р°СЋС‰РёРµ РєР»РёРµРЅС‚С‹ whatsapp РїРѕС‡С‚С‹ СЃ РІРєР»СЋС‡РµРЅРЅС‹Рј g Рё СЂРµР¶РёРјРѕРј stamina РїРѕР»СѓС‡Р°РµС‚СЃСЏ РѕРєРѕР»Рѕ  СЃСѓС‚РѕРє СЂР°Р±РѕС‚С‹ Р±РµР· РїРѕРґР·Р°СЂСЏРґРєРё;1
 РїСЂРёРЅР°РґР»РµР¶РЅРѕСЃС‚СЊ Рє С‚РѕРїРѕРІРѕР№ Р»РёРЅРµР№РєРµ Р·РґРµСЃСЊ СЃС‚РѕРёС‚ РїРѕСЏСЃРЅРёС‚СЊ С‡С‚Рѕ СЂРµС‡СЊ С‚СѓС‚ РёРґРµС‚ РЅРµ Рѕ РїСЂРµСЃС‚РёР¶Рµ РјРѕРґРµР»Рё Р° СЃРєРѕСЂРµРµ Рѕ С‚РѕРј С‡С‚Рѕ Сѓ РјРЅРѕРіРёС… РјРѕРёС… Р·РЅР°РєРѕРјС‹С… РґР° Рё Сѓ РјРµРЅСЏ С‚РѕР¶Рµ РЅР°Р±Р»СЋРґР°Р»РёСЃСЊ РїСЂРѕР±Р»РµРјС‹ РІ СЂР°Р±РѕС‚Рµ СЃРјР°СЂС‚С„РѕРЅРѕРІ РЅРµ РѕС‚РЅРѕСЃСЏС‰РёС…СЃСЏ Рє С‚РѕРїРѕРІРѕР№ Р»РёРЅРµР№РєРµ Сѓ sony С‚СѓС‚ РјРѕР¶РЅРѕ;1
 С†РµРЅР° Р·РґРµСЃСЊ РјРµРЅСЏ РІРЅРµР·Р°РїРЅРѕ РЅР°С‡Р°Р»Р° СЂР°РґРѕРІР°С‚СЊ С‚РµРЅРґРµС†РёСЏ Рє РіРёРіР°РЅС‚РѕРјР°РЅРёРё РєРѕС‚РѕСЂР°СЏ РїСЂРёРІРµР»Р° Рє С‚РѕРјСѓ С‡С‚Рѕ РєРѕРјРїР°РєС‚РЅС‹Рµ С‚РµР»РµС„РѕРЅС‹ СЃС‚РѕСЏС‚ РґРµС€РµРІР»Рµ;1
 РєР°РјРµСЂР° РїСЂРё РїР»РѕС…РѕРј РѕСЃРІРµС‰РµРЅРёРё СЃРЅРёРјР°РµС‚ С…РѕСЂРѕС€Рѕ РЅРµ РјРѕРіСѓ СЃСЂР°РІРЅРёС‚СЊ СЃ С‚РѕРїРѕРІС‹РјРё СЂРµС€РµРЅРёСЏРјРё РѕС‚ samsung РёР»Рё apple РЅРѕ РјРЅРµ РєР°Р¶РµС‚СЃСЏ С‡С‚Рѕ РєР°С‡РµСЃС‚РІРѕ СЃРЅРёРјРєРѕРІ РЅР°  РёР· ;1
РєРѕРјРїР°РєС‚РЅС‹Р№ СЂР°Р·РјРµСЂ РµРјРєР°СЏ Р±Р°С‚Р°СЂРµСЏ РІС‹СЃРѕРєР°СЏ РїСЂРѕРёР·РІРѕРґРёС‚РµР»СЊРЅРѕСЃС‚СЊ РЅРµ РіСЂРµРµС‚СЃСЏ СЏСЂРєРёР№ СЌРєСЂР°РЅ gpsРіР»РѕРЅР°СЃ 1 СЃРїСѓС‚РЅРёРєРѕРІ РёРЅРґРёРєР°С‚РѕСЂ РїСЂРѕРїСѓС‰РµРЅРЅС‹С… СЃРѕР±С‹С‚РёР№;1
